date,daily_deaths
2022-10-27,4.0
2022-10-28,-158.0
2022-10-29,-19.0
2022-10-30,0.0
2022-10-31,63.0
2022-11-01,-44.0
2022-11-02,112.0
2022-11-03,-15.0
2022-11-04,-95.0
2022-11-05,-21.0
2022-11-06,0.0
2022-11-07,24.0
2022-11-08,15.0
2022-11-09,128.0
2022-11-10,-83.0
2022-11-11,0.0
2022-11-12,-84.0
2022-11-13,0.0
2022-11-14,38.0
2022-11-15,9.0
2022-11-16,137.0
2022-11-17,-78.0
2022-11-18,-85.0
2022-11-19,-21.0
2022-11-20,0.0
2022-11-21,23.0
2022-11-22,22.0
2022-11-23,164.0
2022-11-24,-93.0
2022-11-25,-65.0
2022-11-26,-51.0
2022-11-27,14.0
2022-11-28,1.0
2022-11-29,25.0
2022-11-30,78.0
2022-12-01,-42.0
2022-12-02,-32.0
2022-12-03,-44.0
2022-12-04,0.0
2022-12-05,55.0
2022-12-06,-13.0
2022-12-07,275.0
2022-12-08,-90.0
2022-12-09,-189.0
2022-12-10,-38.0
2022-12-11,0.0
2022-12-12,50.0
2022-12-13,23.0
2022-12-14,193.0
2022-12-15,-158.0
2022-12-16,-61.0
2022-12-17,-47.0
2022-12-18,0.0
2022-12-19,77.0
2022-12-20,-12.0
2022-12-21,248.0
2022-12-22,-169.0
2022-12-23,-85.0
2022-12-24,-59.0
2022-12-25,0.0
2022-12-26,2.0
2022-12-27,43.0
2022-12-28,274.0
2022-12-29,-150.0
2022-12-30,-123.0
2022-12-31,-46.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,92.0
2023-01-04,496.0
2023-01-05,-429.0
2023-01-06,-120.0
2023-01-07,-39.0
2023-01-08,0.0
2023-01-09,89.0
2023-01-10,-46.0
2023-01-11,417.0
2023-01-12,-258.0
2023-01-13,-129.0
2023-01-14,-73.0
2023-01-15,0.0
2023-01-16,11.0
2023-01-17,66.0
2023-01-18,274.0
2023-01-19,-130.0
2023-01-20,-180.0
2023-01-21,-41.0
2023-01-22,1.0
2023-01-23,58.0
2023-01-24,4.0
2023-01-25,309.0
2023-01-26,-189.0
2023-01-27,-147.0
2023-01-28,-36.0
2023-01-29,0.0
2023-01-30,19.0
2023-01-31,41.0
2023-02-01,181.0
2023-02-02,-38.0
2023-02-03,-172.0
2023-02-04,-31.0
2023-02-05,0.0
2023-02-06,56.0
2023-02-07,-6.0
2023-02-08,137.0
2023-02-09,-5.0
2023-02-10,-152.0
2023-02-11,-30.0
2023-02-12,0.0
2023-02-13,55.0
2023-02-14,-20.0
2023-02-15,222.0
2023-02-16,-130.0
2023-02-17,-100.0
2023-02-18,-27.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,78.0
2023-02-22,81.0
2023-02-23,-51.0
2023-02-24,-87.0
2023-02-25,-21.0
2023-02-26,0.0
2023-02-27,39.0
2023-02-28,316.0
2023-03-01,-166.0
2023-03-02,-57.0
2023-03-03,-105.0
2023-03-04,-27.0
2023-03-05,0.0
2023-03-06,46.0
2023-03-07,-27.0
2023-03-08,112.0
2023-03-09,123.0
2023-03-10,-236.0
2023-03-11,-18.0
2023-03-12,0.0
2023-03-13,38.0
2023-03-14,-17.0
2023-03-15,251.0
2023-03-16,-188.0
2023-03-17,-47.0
2023-03-18,-37.0
2023-03-19,0.0
2023-03-20,37.0
2023-03-21,-4.0
2023-03-22,151.0
2023-03-23,-95.0
